.xyz file name,wB97X-D/aug-cc-pVQZ AE (kcal/mol)
AE-QM7b-3659,-1548.903023
AE-QM7b-3660,-1382.305243
AE-QM7b-3661,-1247.358954
AE-QM7b-3662,-1684.824923
AE-QM7b-3663,-1556.132623
AE-QM7b-3664,-1550.224048
AE-QM7b-3665,-1836.49588
AE-QM7b-3666,-1836.818342
AE-QM7b-3667,-1709.588394
AE-QM7b-3668,-1837.228471
AE-QM7b-3669,-1712.295203
AE-QM7b-3670,-1703.017891
AE-QM7b-3671,-1836.383124
AE-QM7b-3672,-1836.825257
AE-QM7b-3673,-1711.165284
AE-QM7b-3674,-1702.613541
AE-QM7b-3675,-1706.656875
AE-QM7b-3676,-1700.810461
AE-QM7b-3677,-1977.427225
AE-QM7b-3678,-1835.766151
AE-QM7b-3679,-1707.469536
AE-QM7b-3680,-1979.411665
AE-QM7b-3681,-1848.534833
AE-QM7b-3682,-1980.435838
AE-QM7b-3683,-1855.022605
AE-QM7b-3684,-1847.563772
AE-QM7b-3685,-1977.861049
AE-QM7b-3686,-1847.616363
AE-QM7b-3687,-1681.232637
AE-QM7b-3688,-1680.166322
AE-QM7b-3689,-1552.693888
AE-QM7b-3690,-1548.107123
AE-QM7b-3691,-1835.253004
AE-QM7b-3692,-1706.725769
AE-QM7b-3693,-1834.785157
AE-QM7b-3694,-1706.127482
AE-QM7b-3695,-1978.85401
AE-QM7b-3696,-1984.271049
AE-QM7b-3697,-1847.888298
AE-QM7b-3698,-1678.98383
AE-QM7b-3699,-1545.502201
AE-QM7b-3700,-1982.247496
AE-QM7b-3701,-1855.423053
AE-QM7b-3702,-1847.960316
AE-QM7b-3703,-1970.715879
AE-QM7b-3704,-1825.454482
AE-QM7b-3705,-1832.839113
AE-QM7b-3706,-1825.256053
AE-QM7b-3707,-1970.615799
AE-QM7b-3708,-1830.037199
AE-QM7b-3709,-1972.693436
AE-QM7b-3710,-1971.701611
AE-QM7b-3711,-1668.77846
AE-QM7b-3712,-1829.840502
AE-QM7b-3713,-1833.188162
AE-QM7b-3714,-1972.694999
AE-QM7b-3715,-1532.182641
AE-QM7b-3716,-1531.576473
AE-QM7b-3717,-1531.868594
AE-QM7b-3718,-1528.71231
AE-QM7b-3719,-1531.586619
AE-QM7b-3720,-1674.309322
AE-QM7b-3721,-1675.290799
AE-QM7b-3722,-1370.918894
AE-QM7b-3723,-1377.639689
AE-QM7b-3724,-1529.842167
AE-QM7b-3725,-1529.619812
AE-QM7b-3726,-1674.459144
AE-QM7b-3727,-1371.623881
AE-QM7b-3728,-1674.679969
AE-QM7b-3729,-1973.861426
AE-QM7b-3730,-1398.951662
AE-QM7b-3731,-1393.334305
AE-QM7b-3732,-1560.303052
AE-QM7b-3733,-1397.958174
AE-QM7b-3734,-1684.546274
AE-QM7b-3735,-1400.983102
AE-QM7b-3736,-1687.914929
AE-QM7b-3737,-1691.508721
AE-QM7b-3738,-1532.35831
AE-QM7b-3739,-1565.479694
AE-QM7b-3740,-1403.911395
AE-QM7b-3741,-1689.449275
AE-QM7b-3742,-1530.112715
AE-QM7b-3743,-1686.356576
AE-QM7b-3744,-1563.983991
AE-QM7b-3745,-1403.104514
AE-QM7b-3746,-1689.825883
AE-QM7b-3747,-1529.931273
AE-QM7b-3748,-1686.525418
AE-QM7b-3749,-1402.927489
AE-QM7b-3750,-1533.069014
AE-QM7b-3751,-1689.516556
AE-QM7b-3752,-1541.911271
AE-QM7b-3753,-1833.409727
AE-QM7b-3754,-1833.235419
AE-QM7b-3755,-1678.113276
AE-QM7b-3756,-1708.245958
AE-QM7b-3757,-1546.284465
AE-QM7b-3758,-1834.986008
AE-QM7b-3759,-1676.301173
AE-QM7b-3760,-1832.374698
AE-QM7b-3761,-1700.435811
AE-QM7b-3762,-1543.179455
AE-QM7b-3763,-1832.750139
AE-QM7b-3764,-1674.969185
AE-QM7b-3765,-1407.252165
AE-QM7b-3766,-1242.171116
AE-QM7b-3767,-1533.035737
AE-QM7b-3768,-1372.190949
AE-QM7b-3769,-1529.499739
AE-QM7b-3770,-1686.281752
AE-QM7b-3771,-1689.462948
AE-QM7b-3772,-1542.789851
AE-QM7b-3773,-1983.279807
AE-QM7b-3774,-1837.26988
AE-QM7b-3775,-1677.83811
AE-QM7b-3776,-1832.633631
AE-QM7b-3777,-1835.325368
AE-QM7b-3778,-1834.235803
AE-QM7b-3779,-1677.475068
AE-QM7b-3780,-1855.546539
AE-QM7b-3781,-1708.21051
AE-QM7b-3782,-1546.088007
AE-QM7b-3783,-1982.031465
AE-QM7b-3784,-1834.002723
AE-QM7b-3785,-1675.711609
AE-QM7b-3786,-1831.501233
AE-QM7b-3787,-1375.906175
AE-QM7b-3788,-1376.088916
AE-QM7b-3789,-1373.393358
AE-QM7b-3790,-1368.001626
AE-QM7b-3791,-1371.929299
AE-QM7b-3792,-1517.470262
AE-QM7b-3793,-1377.722106
AE-QM7b-3794,-1521.719072
AE-QM7b-3795,-1639.788317
AE-QM7b-3796,-1512.592229
AE-QM7b-3797,-1517.702996
AE-QM7b-3798,-1377.590192
AE-QM7b-3799,-1642.542045
AE-QM7b-3800,-1509.725149
AE-QM7b-3801,-1520.00688
AE-QM7b-3802,-1516.146795
AE-QM7b-3803,-1372.57158
AE-QM7b-3804,-1641.082009
AE-QM7b-3805,-1509.940778
AE-QM7b-3806,-1519.397725
AE-QM7b-3807,-1523.107617
AE-QM7b-3808,-1518.126172
AE-QM7b-3809,-1668.215232
AE-QM7b-3810,-1785.445845
AE-QM7b-3811,-1654.013264
AE-QM7b-3812,-1659.987821
AE-QM7b-3813,-1519.835866
AE-QM7b-3814,-1786.485987
AE-QM7b-3815,-1654.196206
AE-QM7b-3816,-1665.571286
AE-QM7b-3817,-1517.758361
AE-QM7b-3818,-1651.811281
AE-QM7b-3819,-1354.112155
AE-QM7b-3820,-1216.510837
AE-QM7b-3821,-1486.658534
AE-QM7b-3822,-1349.171755
AE-QM7b-3823,-1363.101794
AE-QM7b-3824,-1519.73487
AE-QM7b-3825,-1519.415722
AE-QM7b-3826,-1516.128723
AE-QM7b-3827,-1788.351121
AE-QM7b-3828,-1657.150892
AE-QM7b-3829,-1667.477389
AE-QM7b-3830,-1783.414197
AE-QM7b-3831,-1649.586933
AE-QM7b-3832,-1659.801126
AE-QM7b-3833,-1519.996149
AE-QM7b-3834,-1786.485523
AE-QM7b-3835,-1654.567418
AE-QM7b-3836,-1664.830349
AE-QM7b-3837,-1776.425583
AE-QM7b-3838,-1669.925071
AE-QM7b-3839,-1823.442118
AE-QM7b-3840,-1675.090669
AE-QM7b-3841,-1556.439089
AE-QM7b-3842,-1561.186105
AE-QM7b-3843,-1515.311702
AE-QM7b-3844,-1680.466444
AE-QM7b-3845,-1681.589461
AE-QM7b-3846,-1699.056364
AE-QM7b-3847,-1825.26534
AE-QM7b-3848,-1834.010787
AE-QM7b-3849,-1831.37218
AE-QM7b-3850,-1708.981178
AE-QM7b-3851,-1832.169655
AE-QM7b-3852,-1355.706477
AE-QM7b-3853,-1356.721149
AE-QM7b-3854,-1498.165822
AE-QM7b-3855,-1635.850378
AE-QM7b-3856,-1632.104869
AE-QM7b-3857,-1504.080383
AE-QM7b-3858,-1633.953204
AE-QM7b-3859,-1973.758597
AE-QM7b-3860,-1402.304071
AE-QM7b-3861,-1677.141713
AE-QM7b-3862,-1518.195906
AE-QM7b-3863,-1358.167223
AE-QM7b-3864,-1688.211186
AE-QM7b-3865,-1834.095926
AE-QM7b-3866,-1688.605277
AE-QM7b-3867,-1684.231882
AE-QM7b-3868,-1524.046531
AE-QM7b-3869,-1692.650293
AE-QM7b-3870,-1688.110164
AE-QM7b-3871,-1527.906521
AE-QM7b-3872,-1563.4835
AE-QM7b-3873,-1405.002133
AE-QM7b-3874,-1703.942103
AE-QM7b-3875,-1839.071843
AE-QM7b-3876,-1680.550473
AE-QM7b-3877,-1977.732003
AE-QM7b-3878,-1838.153166
AE-QM7b-3879,-1827.330954
AE-QM7b-3880,-1667.678886
AE-QM7b-3881,-1692.841324
AE-QM7b-3882,-1535.612842
AE-QM7b-3883,-1836.764339
AE-QM7b-3884,-1832.926838
AE-QM7b-3885,-1676.569267
AE-QM7b-3886,-1712.61917
AE-QM7b-3887,-1855.448705
AE-QM7b-3888,-1711.866907
AE-QM7b-3889,-1553.218957
AE-QM7b-3890,-1708.03474
AE-QM7b-3891,-1550.153084
AE-QM7b-3892,-1837.69091
AE-QM7b-3893,-1981.502154
AE-QM7b-3894,-1836.984994
AE-QM7b-3895,-1682.216845
AE-QM7b-3896,-1835.580184
AE-QM7b-3897,-1679.647213
AE-QM7b-3898,-1829.947303
AE-QM7b-3899,-1825.601224
AE-QM7b-3900,-1666.886601
AE-QM7b-3901,-1832.698508
AE-QM7b-3902,-1975.698774
AE-QM7b-3903,-1836.548791
AE-QM7b-3904,-1825.500064
AE-QM7b-3905,-1665.66068
AE-QM7b-3906,-1778.022384
AE-QM7b-3907,-1377.108088
AE-QM7b-3908,-1493.895256
AE-QM7b-3909,-1636.3697
AE-QM7b-3910,-1527.753524
AE-QM7b-3911,-1500.625665
AE-QM7b-3912,-1640.137284
AE-QM7b-3913,-1527.676102
AE-QM7b-3914,-1504.426689
AE-QM7b-3915,-1507.068778
AE-QM7b-3916,-1375.436294
AE-QM7b-3917,-1525.223519
AE-QM7b-3918,-1780.222302
AE-QM7b-3919,-1789.199712
AE-QM7b-3920,-1655.079059
AE-QM7b-3921,-1675.424118
AE-QM7b-3922,-1644.662942
AE-QM7b-3923,-1782.335488
AE-QM7b-3924,-1638.090181
AE-QM7b-3925,-1510.798091
AE-QM7b-3926,-1660.137574
AE-QM7b-3927,-1651.337704
AE-QM7b-3928,-1659.579379
AE-QM7b-3929,-1662.536179
AE-QM7b-3930,-1528.883161
AE-QM7b-3931,-1524.838753
AE-QM7b-3932,-1786.90435
AE-QM7b-3933,-1789.175678
AE-QM7b-3934,-1662.393636
AE-QM7b-3935,-1652.163398
AE-QM7b-3936,-1641.599297
AE-QM7b-3937,-1672.304525
AE-QM7b-3938,-1642.483675
AE-QM7b-3939,-1773.049309
AE-QM7b-3940,-1646.603018
AE-QM7b-3941,-1778.390891
AE-QM7b-3942,-1773.138521
AE-QM7b-3943,-1637.150018
AE-QM7b-3944,-1525.67037
AE-QM7b-3945,-1825.123587
AE-QM7b-3946,-1834.45809
AE-QM7b-3947,-1627.474386
AE-QM7b-3948,-1512.556279
AE-QM7b-3949,-1636.724032
AE-QM7b-3950,-1828.542217
AE-QM7b-3951,-1684.188195
AE-QM7b-3952,-1707.576575
AE-QM7b-3953,-1834.803825
AE-QM7b-3954,-1833.883811
AE-QM7b-3955,-1826.133233
AE-QM7b-3956,-1505.818648
AE-QM7b-3957,-1637.262003
AE-QM7b-3958,-1637.86113
AE-QM7b-3959,-1624.526358
AE-QM7b-3960,-1479.523511
AE-QM7b-3961,-1503.862903
AE-QM7b-3962,-1632.376396
AE-QM7b-3963,-1636.82233
AE-QM7b-3964,-1640.180852
AE-QM7b-3965,-1824.349117
AE-QM7b-3966,-1681.898167
AE-QM7b-3967,-1705.400583
AE-QM7b-3968,-1832.992895
AE-QM7b-3969,-1623.103144
AE-QM7b-3970,-1480.223259
AE-QM7b-3971,-1505.196341
AE-QM7b-3972,-1633.661265
AE-QM7b-3973,-1543.441783
AE-QM7b-3974,-1384.328583
AE-QM7b-3975,-1544.077361
AE-QM7b-3976,-1380.915531
AE-QM7b-3977,-1527.497094
AE-QM7b-3978,-1568.626521
AE-QM7b-3979,-1407.550122
AE-QM7b-3980,-1563.310617
AE-QM7b-3981,-1404.852694
AE-QM7b-3982,-1854.770751
AE-QM7b-3983,-1406.722038
AE-QM7b-3984,-1246.610788
AE-QM7b-3985,-1708.653477
AE-QM7b-3986,-1551.979105
AE-QM7b-3987,-1688.858801
AE-QM7b-3988,-1529.132047
AE-QM7b-3989,-1366.652884
AE-QM7b-3990,-1838.856151
AE-QM7b-3991,-1693.87361
AE-QM7b-3992,-1533.792744
AE-QM7b-3993,-1691.842828
AE-QM7b-3994,-1534.357698
AE-QM7b-3995,-1981.8912
AE-QM7b-3996,-1835.525648
AE-QM7b-3997,-1677.018936
AE-QM7b-3998,-1535.615389
AE-QM7b-3999,-1377.83943
AE-QM7b-4000,-1838.217705
AE-QM7b-4001,-1835.653759
AE-QM7b-4002,-1679.190743
AE-QM7b-4003,-1685.123187
AE-QM7b-4004,-1525.726444
AE-QM7b-4005,-1832.101301
AE-QM7b-4006,-1834.007404
AE-QM7b-4007,-1690.389707
AE-QM7b-4008,-1531.703931
AE-QM7b-4009,-1836.170156
AE-QM7b-4010,-1690.883163
AE-QM7b-4011,-1528.52571
AE-QM7b-4012,-1975.725198
AE-QM7b-4013,-1835.957458
AE-QM7b-4014,-1976.470333
AE-QM7b-4015,-1828.971216
AE-QM7b-4016,-1669.979896
AE-QM7b-4017,-1828.844592
AE-QM7b-4018,-1974.772015
AE-QM7b-4019,-1829.182145
AE-QM7b-4020,-1672.304882
AE-QM7b-4021,-1827.079275
AE-QM7b-4022,-1670.385752
AE-QM7b-4023,-1778.851127
AE-QM7b-4024,-1361.777618
AE-QM7b-4025,-1357.616081
AE-QM7b-4026,-1502.188399
AE-QM7b-4027,-1659.072062
AE-QM7b-4028,-1514.481258
AE-QM7b-4029,-1380.359971
AE-QM7b-4030,-1514.972994
AE-QM7b-4031,-1380.636412
AE-QM7b-4032,-1661.580473
AE-QM7b-4033,-1352.882437
AE-QM7b-4034,-1216.205971
AE-QM7b-4035,-1532.789329
AE-QM7b-4036,-1527.848471
AE-QM7b-4037,-1785.323136
AE-QM7b-4038,-1509.19196
AE-QM7b-4039,-1640.137228
AE-QM7b-4040,-1510.386625
AE-QM7b-4041,-1640.133588
AE-QM7b-4042,-1511.067027
AE-QM7b-4043,-1786.856383
AE-QM7b-4044,-1791.566904
AE-QM7b-4045,-1652.55806
AE-QM7b-4046,-1480.584493
AE-QM7b-4047,-1347.498198
AE-QM7b-4048,-1789.272854
AE-QM7b-4049,-1662.569481
AE-QM7b-4050,-1655.170926
AE-QM7b-4051,-1501.207279
AE-QM7b-4052,-1636.50497
AE-QM7b-4053,-1510.281267
AE-QM7b-4054,-1638.327973
AE-QM7b-4055,-1505.283589
AE-QM7b-4056,-1780.516319
AE-QM7b-4057,-1645.220127
AE-QM7b-4058,-1781.832243
AE-QM7b-4059,-1649.666369
AE-QM7b-4060,-1644.211498
AE-QM7b-4061,-1767.103204
AE-QM7b-4062,-1624.811226
AE-QM7b-4063,-1776.391133
AE-QM7b-4064,-1776.209622
AE-QM7b-4065,-1210.73523
AE-QM7b-4066,-1378.054883
AE-QM7b-4067,-1211.902355
AE-QM7b-4068,-1485.688007
AE-QM7b-4069,-1381.29015
AE-QM7b-4070,-1216.362301
AE-QM7b-4071,-1514.375706
AE-QM7b-4072,-1350.276279
AE-QM7b-4073,-1506.921466
AE-QM7b-4074,-1344.847004
AE-QM7b-4075,-1642.092533
AE-QM7b-4076,-1482.14434
AE-QM7b-4077,-1515.16267
AE-QM7b-4078,-1352.234333
AE-QM7b-4079,-1642.234085
AE-QM7b-4080,-1479.815225
AE-QM7b-4081,-1638.677191
AE-QM7b-4082,-1519.242769
AE-QM7b-4083,-1358.902481
AE-QM7b-4084,-1672.583695
AE-QM7b-4085,-1525.168205
AE-QM7b-4086,-1359.733082
AE-QM7b-4087,-1631.80747
AE-QM7b-4088,-1520.550599
AE-QM7b-4089,-1523.533855
AE-QM7b-4090,-1363.354791
AE-QM7b-4091,-1823.486488
AE-QM7b-4092,-1675.794941
AE-QM7b-4093,-1518.370277
AE-QM7b-4094,-1625.211874
AE-QM7b-4095,-1627.701649
AE-QM7b-4096,-1495.407106
AE-QM7b-4097,-1615.220326
AE-QM7b-4098,-1622.119759
AE-QM7b-4099,-1827.518791
AE-QM7b-4100,-1823.84712
AE-QM7b-4101,-1822.857944
AE-QM7b-4102,-1632.045062
AE-QM7b-4103,-1626.835325
AE-QM7b-4104,-1622.919261
AE-QM7b-4105,-1500.474581
AE-QM7b-4106,-1842.058167
AE-QM7b-4107,-1700.80775
AE-QM7b-4108,-1559.714178
AE-QM7b-4109,-1559.773408
AE-QM7b-4110,-1827.282015
AE-QM7b-4111,-1551.69821
AE-QM7b-4112,-1698.704454
AE-QM7b-4113,-1826.229392
AE-QM7b-4114,-1698.431353
AE-QM7b-4115,-1375.321706
AE-QM7b-4116,-1645.621993
AE-QM7b-4117,-1502.924447
AE-QM7b-4118,-1370.792998
AE-QM7b-4119,-1639.40426
AE-QM7b-4120,-1495.494837
AE-QM7b-4121,-1623.754844
AE-QM7b-4122,-1503.898363
AE-QM7b-4123,-1629.630706
AE-QM7b-4124,-1626.257407
AE-QM7b-4125,-1495.364573
AE-QM7b-4126,-1626.686287
AE-QM7b-4127,-1499.14617
AE-QM7b-4128,-1499.421336
AE-QM7b-4129,-1822.673759
AE-QM7b-4130,-1623.244056
AE-QM7b-4131,-1823.096652
AE-QM7b-4132,-1823.102519
AE-QM7b-4133,-1622.862704
AE-QM7b-4134,-1624.532602
AE-QM7b-4135,-1620.892451
AE-QM7b-4136,-1624.740255
AE-QM7b-4137,-1628.357747
AE-QM7b-4138,-1821.54394
AE-QM7b-4139,-1680.203476
AE-QM7b-4140,-1678.757992
AE-QM7b-4141,-1823.505891
AE-QM7b-4142,-1621.410624
AE-QM7b-4143,-1481.350467
AE-QM7b-4144,-1482.219597
AE-QM7b-4145,-1622.808525
AE-QM7b-4146,-1688.160026
AE-QM7b-4147,-1529.14193
AE-QM7b-4148,-1689.887385
AE-QM7b-4149,-1830.342887
AE-QM7b-4150,-1689.616473
AE-QM7b-4151,-1532.480165
AE-QM7b-4152,-1683.0674
AE-QM7b-4153,-1525.241334
AE-QM7b-4154,-1691.072085
AE-QM7b-4155,-1833.338185
AE-QM7b-4156,-1688.351063
AE-QM7b-4157,-1532.379294
AE-QM7b-4158,-1685.811056
AE-QM7b-4159,-1527.45391
AE-QM7b-4160,-1687.166896
AE-QM7b-4161,-1526.220697
AE-QM7b-4162,-1676.800992
AE-QM7b-4163,-1517.247624
AE-QM7b-4164,-1830.61705
AE-QM7b-4165,-1690.900369
AE-QM7b-4166,-1530.045284
AE-QM7b-4167,-1826.183973
AE-QM7b-4168,-1664.960688
AE-QM7b-4169,-1829.049955
AE-QM7b-4170,-1972.178401
AE-QM7b-4171,-1828.919974
AE-QM7b-4172,-1670.811526
AE-QM7b-4173,-1826.021663
AE-QM7b-4174,-1669.257226
AE-QM7b-4175,-1354.775218
AE-QM7b-4176,-1827.240061
AE-QM7b-4177,-1681.966358
AE-QM7b-4178,-1523.133119
AE-QM7b-4179,-1681.463615
AE-QM7b-4180,-1522.630407
AE-QM7b-4181,-1827.521533
AE-QM7b-4182,-1972.414492
AE-QM7b-4183,-1824.166727
AE-QM7b-4184,-1667.646639
AE-QM7b-4185,-1522.649615
AE-QM7b-4186,-1364.739401
AE-QM7b-4187,-1826.86647
AE-QM7b-4188,-1970.725549
AE-QM7b-4189,-1826.614597
AE-QM7b-4190,-1673.236216
AE-QM7b-4191,-1823.935831
AE-QM7b-4192,-1667.084792
AE-QM7b-4193,-1773.672451
AE-QM7b-4194,-1634.124381
AE-QM7b-4195,-1634.08855
AE-QM7b-4196,-1508.604479
AE-QM7b-4197,-1635.083111
AE-QM7b-4198,-1512.183656
AE-QM7b-4199,-1500.801278
AE-QM7b-4200,-1637.084451
AE-QM7b-4201,-1638.063085
AE-QM7b-4202,-1509.4198
AE-QM7b-4203,-1503.290325
AE-QM7b-4204,-1499.092845
AE-QM7b-4205,-1493.668301
AE-QM7b-4206,-1776.561826
AE-QM7b-4207,-1636.512852
AE-QM7b-4208,-1510.653571
AE-QM7b-4209,-1778.162461
AE-QM7b-4210,-1643.566927
AE-QM7b-4211,-1779.358921
AE-QM7b-4212,-1649.392583
AE-QM7b-4213,-1643.211107
AE-QM7b-4214,-1628.152949
AE-QM7b-4215,-1498.607383
AE-QM7b-4216,-1628.477808
AE-QM7b-4217,-1499.759931
AE-QM7b-4218,-1776.338015
AE-QM7b-4219,-1780.913949
AE-QM7b-4220,-1642.098419
AE-QM7b-4221,-1469.271405
AE-QM7b-4222,-1334.865828
AE-QM7b-4223,-1776.630425
AE-QM7b-4224,-1649.614838
AE-QM7b-4225,-1642.888
AE-QM7b-4226,-1765.045289
AE-QM7b-4227,-1625.791994
AE-QM7b-4228,-1775.619298
AE-QM7b-4229,-1623.56038
AE-QM7b-4230,-1625.366039
AE-QM7b-4231,-1766.361878
AE-QM7b-4232,-1478.977201
AE-QM7b-4233,-1331.33229
AE-QM7b-4234,-1631.885375
AE-QM7b-4235,-1634.814251
AE-QM7b-4236,-1629.413829
AE-QM7b-4237,-1469.61512
AE-QM7b-4238,-1499.833543
AE-QM7b-4239,-1336.563199
AE-QM7b-4240,-1629.165814
AE-QM7b-4241,-1469.640439
AE-QM7b-4242,-1624.441213
AE-QM7b-4243,-1622.696591
AE-QM7b-4244,-1522.51351
AE-QM7b-4245,-1527.069633
AE-QM7b-4246,-1669.917196
AE-QM7b-4247,-1525.336903
AE-QM7b-4248,-1365.381136
AE-QM7b-4249,-1522.003651
AE-QM7b-4250,-1362.511169
AE-QM7b-4251,-1624.755541
AE-QM7b-4252,-1463.486028
AE-QM7b-4253,-1629.182569
AE-QM7b-4254,-1775.199599
AE-QM7b-4255,-1632.925812
AE-QM7b-4256,-1624.823054
AE-QM7b-4257,-1464.973505
AE-QM7b-4258,-1403.267621
AE-QM7b-4259,-1420.149535
AE-QM7b-4260,-1415.319036
AE-QM7b-4261,-1542.951182
AE-QM7b-4262,-1702.031758
AE-QM7b-4263,-1559.86225
AE-QM7b-4264,-1702.218051
AE-QM7b-4265,-1497.986733
AE-QM7b-4266,-1501.856801
AE-QM7b-4267,-1496.253387
AE-QM7b-4268,-1415.516147
AE-QM7b-4269,-1541.107214
AE-QM7b-4270,-1697.679516
AE-QM7b-4271,-1569.356979
AE-QM7b-4272,-1493.981067
AE-QM7b-4273,-1363.745367
AE-QM7b-4274,-1700.683637
AE-QM7b-4275,-1558.79599
AE-QM7b-4276,-1497.989029
AE-QM7b-4277,-1492.23809
AE-QM7b-4278,-1360.118168
AE-QM7b-4279,-1498.470042
AE-QM7b-4280,-1209.722459
AE-QM7b-4281,-1337.336615
AE-QM7b-4282,-1356.690746
AE-QM7b-4283,-1681.367877
AE-QM7b-4284,-1681.259181
AE-QM7b-4285,-1480.787829
AE-QM7b-4286,-1484.75228
AE-QM7b-4287,-1684.247036
AE-QM7b-4288,-1526.792057
AE-QM7b-4289,-1502.735305
AE-QM7b-4290,-1482.571287
AE-QM7b-4291,-1699.05804
AE-QM7b-4292,-1571.989078
AE-QM7b-4293,-1495.354333
AE-QM7b-4294,-1365.951517
AE-QM7b-4295,-1702.462595
AE-QM7b-4296,-1579.070242
AE-QM7b-4297,-1391.467389
AE-QM7b-4298,-1507.452923
AE-QM7b-4299,-1380.885486
AE-QM7b-4300,-1404.08308
AE-QM7b-4301,-1402.986908
AE-QM7b-4302,-1689.730396
AE-QM7b-4303,-1529.599048
AE-QM7b-4304,-1688.024931
AE-QM7b-4305,-1531.79015
AE-QM7b-4306,-1690.224272
AE-QM7b-4307,-1533.433907
AE-QM7b-4308,-1507.018164
AE-QM7b-4309,-1506.858765
AE-QM7b-4310,-1507.634999
AE-QM7b-4311,-1702.379162
AE-QM7b-4312,-1579.966994
AE-QM7b-4313,-1435.59992
AE-QM7b-4314,-1558.220783
AE-QM7b-4315,-1508.100519
AE-QM7b-4316,-1377.910344
AE-QM7b-4317,-1227.840228
AE-QM7b-4318,-1357.641941
AE-QM7b-4319,-1562.616793
AE-QM7b-4320,-1567.148156
AE-QM7b-4321,-1707.199151
AE-QM7b-4322,-1658.107489
AE-QM7b-4323,-1253.226395
AE-QM7b-4324,-1394.561833
AE-QM7b-4325,-1385.250623
AE-QM7b-4326,-1514.114194
AE-QM7b-4327,-1390.377385
AE-QM7b-4328,-1532.241883
AE-QM7b-4329,-1465.602608
AE-QM7b-4330,-1857.216927
AE-QM7b-4331,-1729.391052
AE-QM7b-4332,-1585.034652
AE-QM7b-4333,-1587.706265
AE-QM7b-4334,-1569.819298
AE-QM7b-4335,-1566.118247
AE-QM7b-4336,-1567.08368
AE-QM7b-4337,-1713.549977
AE-QM7b-4338,-1708.622415
AE-QM7b-4339,-1711.696377
AE-QM7b-4340,-1263.957726
AE-QM7b-4341,-1539.593043
AE-QM7b-4342,-1394.940123
AE-QM7b-4343,-1397.823631
AE-QM7b-4344,-1652.584565
AE-QM7b-4345,-1522.480904
AE-QM7b-4346,-1403.032295
AE-QM7b-4347,-1531.87645
AE-QM7b-4348,-1656.348015
AE-QM7b-4349,-1220.904293
AE-QM7b-4350,-1366.203058
AE-QM7b-4351,-1510.210893
AE-QM7b-4352,-1255.321107
AE-QM7b-4353,-1653.540993
AE-QM7b-4354,-1524.967686
AE-QM7b-4355,-1261.983789
AE-QM7b-4356,-1389.068715
AE-QM7b-4357,-1373.571795
AE-QM7b-4358,-1389.360165
AE-QM7b-4359,-1512.322585
AE-QM7b-4360,-1512.666074
AE-QM7b-4361,-1195.717904
AE-QM7b-4362,-1485.97994
AE-QM7b-4363,-1324.960216
AE-QM7b-4364,-1488.256301
AE-QM7b-4365,-1331.411167
AE-QM7b-4366,-1487.655423
AE-QM7b-4367,-1327.565672
AE-QM7b-4368,-1498.208053
AE-QM7b-4369,-1371.846011
AE-QM7b-4370,-1502.453098
AE-QM7b-4371,-1381.290885
AE-QM7b-4372,-1379.896849
AE-QM7b-4373,-1512.404217
AE-QM7b-4374,-1511.305233
AE-QM7b-4375,-1508.209428
AE-QM7b-4376,-1383.252792
AE-QM7b-4377,-1219.852673
AE-QM7b-4378,-1393.134684
AE-QM7b-4379,-1397.302389
AE-QM7b-4380,-1397.299132
AE-QM7b-4381,-1685.591838
AE-QM7b-4382,-1527.631531
AE-QM7b-4383,-1635.565015
AE-QM7b-4384,-1374.612282
AE-QM7b-4385,-1504.949958
AE-QM7b-4386,-1639.178121
AE-QM7b-4387,-1378.885019
AE-QM7b-4388,-1511.011511
AE-QM7b-4389,-1849.650238
AE-QM7b-4390,-1718.511687
AE-QM7b-4391,-1579.917384
AE-QM7b-4392,-1440.20908
AE-QM7b-4393,-1438.315998
AE-QM7b-4394,-1431.255328
AE-QM7b-4395,-1574.930523
AE-QM7b-4396,-1573.556436
AE-QM7b-4397,-1707.485531
AE-QM7b-4398,-1566.763107
AE-QM7b-4399,-1566.538022
AE-QM7b-4400,-1564.862834
AE-QM7b-4401,-1706.448005
AE-QM7b-4402,-1706.560535
AE-QM7b-4403,-1381.658269
AE-QM7b-4404,-1252.276362
AE-QM7b-4405,-1649.530791
AE-QM7b-4406,-1516.121155
AE-QM7b-4407,-1376.006387
AE-QM7b-4408,-1374.260109
AE-QM7b-4409,-1507.142949
AE-QM7b-4410,-1508.133243
AE-QM7b-4411,-1380.461721
AE-QM7b-4412,-1252.426969
AE-QM7b-4413,-1647.593268
AE-QM7b-4414,-1515.425236
AE-QM7b-4415,-1374.271341
AE-QM7b-4416,-1378.120112
AE-QM7b-4417,-1503.378948
AE-QM7b-4418,-1511.451567
AE-QM7b-4419,-1636.523821
AE-QM7b-4420,-1382.144665
AE-QM7b-4421,-1372.153857
AE-QM7b-4422,-1507.061706
AE-QM7b-4423,-1634.732877
AE-QM7b-4424,-1506.002864
AE-QM7b-4425,-1191.485164
AE-QM7b-4426,-1486.115826
AE-QM7b-4427,-1324.858517
AE-QM7b-4428,-1371.200429
AE-QM7b-4429,-1640.727915
AE-QM7b-4430,-1504.547666
AE-QM7b-4431,-1633.928757
AE-QM7b-4432,-1831.735316
AE-QM7b-4433,-1700.260336
