System label,Subset,Prediction,Reference
AE-QM7b-1573,Training,-1600.531128,-1597.826445
AE-QM7b-2612,Training,-1526.860718,-1526.964464
AE-QM7b-3912,Training,-1640.766357,-1640.137284
AE-QM7b-4038,Training,-1508.955688,-1509.19196
AE-QM7b-6040,Training,-1354.291138,-1354.040356
AE-QM7b-1788,Training,-1501.161743,-1501.649643
AE-QM7b-4733,Training,-1462.114014,-1462.51043
IE-SSI-021ILE-041PHE-1,Training,-1.474533081,-1.461
AE-QM7b-995,Training,-1309.978516,-1309.623692
AE-QM7b-1215,Training,-2027.443848,-2027.155771
AE-QM7b-2934,Training,-1104.611084,-1105.484133
AE-QM7b-6048,Training,-1251.359741,-1251.190173
IE-S66-59,Training,-3.370361328,-3.97
AE-QM7b-6745,Training,-1699.653076,-1698.315754
AE-QM7b-3855,Training,-1637.453369,-1635.850378
AE-QM7b-5738,Training,-1603.453003,-1603.58974
IE-SSI-054GLU-058ARG-1,Training,-118.0200958,-118.218
AE-QM7b-4366,Training,-1486.895142,-1487.655423
IE-ARION583-26,Training,-1.053237915,-1.187
IE-IL174-83,Training,-94.21691895,-94.201
AE-QM7b-4527,Training,-1353.62915,-1353.935914
IE-ARION583-442,Training,-15.37727356,-13.851
AE-QM7b-5438,Training,-1343.663086,-1343.509494
AE-QM7b-2627,Training,-1769.646729,-1769.143605
IE-ARION583-438,Training,-8.042907715,-8.253
IE-ARION583-120,Training,0.72769165,0.801
AE-QM7b-2915,Training,-1530.077881,-1530.07044
AE-QM7b-907,Training,-1214.304932,-1213.685837
AE-QM7b-3822,Training,-1348.650146,-1349.171755
AE-QM7b-5195,Training,-1588.171509,-1589.358587
AE-QM7b-4066,Training,-1377.949341,-1378.054883
AE-QM7b-2456,Training,-1902.260498,-1901.454878
AE-QM7b-6228,Training,-1432.193848,-1432.166042
AE-QM7b-2722,Training,-1770.125488,-1770.460113
AE-QM7b-5987,Training,-1475.550171,-1475.867447
AE-QM7b-5171,Training,-1618.217529,-1618.369487
AE-QM7b-4008,Training,-1532.414185,-1531.703931
AE-QM7b-2949,Training,-1754.421509,-1754.769287
AE-QM7b-387,Training,-1299.89624,-1299.932648
IE-SSI-008ILE-035TRP-1,Training,-0.517044067,-1.279
AE-QM7b-1764,Training,-1912.697144,-1911.591994
AE-QM7b-6120,Training,-1198.08252,-1198.064351
AE-QM7b-1139,Training,-1146.704956,-1147.708559
AE-QM7b-3862,Training,-1517.61145,-1518.195906
AE-QM7b-6641,Training,-1266.237915,-1265.313785
AE-QM7b-2334,Training,-1765.127441,-1765.086924
AE-QM7b-804,Training,-1226.522461,-1226.074541
AE-QM7b-1842,Training,-1534.15686,-1534.7563
AE-TAE140-122,Training,-201.4173889,-208.781
AE-QM7b-1569,Training,-1738.125,-1736.764394
IE-SSI-103ASP-149TYR-1,Training,-22.04139709,-22.415
AE-QM7b-3349,Training,-1568.511475,-1568.838774
IE-S66-26,Training,-3.312911987,-3.38
AE-QM7b-2181,Training,-1749.729736,-1750.653188
AE-QM7b-2051,Training,-1596.203247,-1597.017907
AE-QM7b-274,Training,-1275.775757,-1275.729613
AE-QM7b-6629,Training,-1238.968628,-1238.714403
AE-QM7b-6076,Training,-1577.082275,-1576.102956
AE-QM7b-6339,Training,-1196.64624,-1196.235669
AE-QM7b-1131,Training,-1406.24707,-1406.129882
AE-QM7b-1230,Training,-1754.458618,-1754.094282
AE-QM7b-5517,Training,-1349.944214,-1350.208929
IE-AHB21-13,Training,-9.632339478,-11.07
AE-QM7b-5868,Training,-1696.321045,-1695.808327
AE-QM7b-2413,Training,-1466.94104,-1467.332057
AE-QM7b-3032,Training,-1192.270508,-1191.435541
AE-QM7b-2743,Training,-1477.722412,-1477.541486
AE-QM7b-5755,Training,-1314.554077,-1315.285915
IE-ARION583-202,Training,-0.325546265,-0.57
IE-ARION583-43,Training,-2.843742371,-3.065
AE-QM7b-2370,Training,-1904.558472,-1904.082252
AE-QM7b-741,Training,-1419.02832,-1418.524754
AE-QM7b-28,Training,-993.0196533,-993.2288604
AE-QM7b-5222,Training,-1846.745239,-1846.661504
AE-QM7b-1107,Training,-1413.772949,-1413.773923
AE-QM7b-7190,Training,-1260.896362,-1260.712588
AE-QM7b-3926,Training,-1660.165039,-1660.137574
AE-QM7b-1779,Training,-1767.616821,-1767.002264
AE-QM7b-3819,Training,-1353.878052,-1354.112155
IE-RG18-12,Training,-0.081386566,-0.12
IE-IL16-10,Training,-102.4130249,-104.47
AE-QM7b-5681,Training,-1579.94519,-1579.204584
IE-ARION583-316,Training,-3.676757813,-4.436
AE-QM7b-1500,Training,-2032.001465,-2032.322643
AE-QM7b-687,Training,-1415.236694,-1414.498017
AE-QM7b-4059,Training,-1649.55603,-1649.666369
AE-QM7b-4173,Training,-1826.004517,-1826.021663
IE-S66-42,Training,-2.77671814,-3.54
IE-IL174-155,Training,-84.01008606,-83.477
IE-PNICO23-13,Training,-4.1746521,-4.1
AE-QM7b-2931,Training,-1261.986694,-1262.153222
IE-SSI-004ARG-024THR-1,Training,-14.98470306,-15.407
AE-QM7b-1767,Training,-1523.145752,-1522.650945
AE-QM7b-5913,Training,-1693.33374,-1692.684768
AE-QM7b-6874,Training,-1198.505127,-1199.06626
AE-QM7b-6980,Training,-1422.368652,-1421.53242
IE-SSI-060THR-087LYS-1,Training,-16.9858551,-18.01
AE-QM7b-3096,Training,-1564.739014,-1564.219781
AE-QM7b-6341,Training,-1650.112671,-1650.253291
AE-QM7b-1065,Training,-1421.643433,-1421.581045
AE-QM7b-5661,Training,-1330.371704,-1330.208444
IE-S66-50,Training,-4.825744629,-5.28
AE-QM7b-7135,Training,-1223.380737,-1223.611793
AE-QM7b-6371,Training,-1172.383545,-1173.09632
IE-ARION583-17,Training,-10.20683289,-10.141
AE-QM7b-6650,Training,-1166.485352,-1165.927883
AE-QM7b-5150,Training,-1851.437012,-1851.082796
AE-QM7b-1339,Training,-1882.630493,-1883.096826
AE-QM7b-5569,Training,-1546.959595,-1548.450016
AE-QM7b-6652,Training,-1170.487671,-1169.223265
AE-QM7b-1771,Training,-1521.154175,-1521.557571
AE-QM7b-6976,Training,-1266.123047,-1264.63514
AE-QM7b-5836,Training,-1454.924561,-1454.721737
AE-QM7b-1959,Training,-1356.596191,-1356.895325
AE-QM7b-4680,Training,-1414.43103,-1413.706648
AE-QM7b-2063,Training,-1449.456055,-1449.686779
AE-QM7b-693,Training,-1271.016968,-1268.755168
IE-IL174-6,Training,-83.12919617,-84.9
IE-IL16-5,Training,-85.7144165,-87.42
AE-QM7b-3447,Training,-1832.496338,-1832.291592
AE-QM7b-500,Training,-1333.036255,-1333.567631
AE-QM7b-5787,Training,-1565.7854,-1565.458296
AE-QM7b-114,Training,-1463.679932,-1463.493495
AE-QM7b-2120,Training,-1605.050537,-1605.376931
IE-SSI-089THR-098LEU-1,Training,-0.181922913,-0.567
AE-QM7b-128,Training,-1315.458008,-1315.772493
AE-QM7b-4030,Training,-1514.662354,-1514.972994
AE-TAE140-38,Training,-103.4244843,-107.208
AE-QM7b-5588,Training,-1562.959229,-1562.721047
AE-QM7b-4930,Training,-1131.755859,-1131.403954
AE-QM7b-3464,Training,-1401.292969,-1400.622363
AE-QM7b-5373,Training,-1613.18103,-1613.713271
AE-QM7b-6380,Training,-1248.583008,-1249.586696
AE-QM7b-5005,Training,-1603.633423,-1603.822845
AE-QM7b-1334,Training,-1903.388794,-1903.221669
AE-QM7b-462,Training,-1333.53418,-1333.658707
AE-QM7b-4563,Training,-1571.61499,-1570.703995
AE-QM7b-5493,Training,-1705.876831,-1705.30541
AE-QM7b-6035,Training,-1490.4104,-1490.64346
AE-QM7b-2808,Training,-1772.6521,-1772.018479
AE-QM7b-3556,Training,-1681.804321,-1682.058205
AE-QM7b-6854,Training,-1403.400757,-1402.707556
IE-HAL59-2,Training,-0.306396484,-2.02
IE-ARION583-298,Training,-8.272705078,-8.093
AE-QM7b-6097,Training,-1298.161865,-1298.641875
IE-S22-21,Training,-7.047119141,-7.097
AE-QM7b-6830,Training,-1165.432129,-1164.034976
AE-QM7b-535,Training,-1202.910767,-1203.086088
IE-ARION583-48,Training,-19.45138931,-18.776
AE-QM7b-3343,Training,-1522.571167,-1522.647036
AE-QM7b-4399,Training,-1566.500854,-1566.538022
IE-SSI-068PHE-083LEU-1,Training,-0.488319397,-0.881
AE-QM7b-3900,Training,-1666.905762,-1666.886601
AE-QM7b-2388,Training,-1643.772827,-1643.699148
AE-QM7b-175,Training,-1075.909424,-1076.127384
AE-QM7b-2598,Training,-1763.096313,-1762.506475
AE-QM7b-3429,Training,-1650.015625,-1649.3607
AE-QM7b-6623,Training,-1573.261841,-1572.566318
AE-QM7b-3101,Training,-1679.697876,-1679.222419
AE-QM7b-5664,Training,-1464.116455,-1464.493754
AE-QM7b-507,Training,-1476.030396,-1475.79128
AE-QM7b-5161,Training,-1421.929565,-1421.156295
AE-QM7b-3593,Training,-1558.802612,-1559.26257
AE-QM7b-1510,Training,-1877.843018,-1878.490728
IE-ARION583-463,Training,-14.57298279,-13.876
IE-ARION583-224,Training,-0.239372253,-0.054
AE-QM7b-1010,Training,-1565.748291,-1564.845376
AE-QM7b-2471,Training,-1599.267212,-1599.657542
AE-QM7b-3865,Training,-1834.315552,-1834.095926
AE-QM7b-6195,Training,-1469.957153,-1470.180939
AE-QM7b-1296,Training,-1766.063354,-1765.734281
AE-QM7b-4156,Training,-1688.870605,-1688.351063
AE-QM7b-6441,Training,-1433.074707,-1431.126947
IE-ARION583-493,Training,-11.29837036,-11.954
AE-QM7b-4383,Training,-1636.189575,-1635.565015
AE-QM7b-348,Training,-1206.874756,-1206.767221
AE-QM7b-792,Training,-1383.869385,-1383.448064
AE-QM7b-1925,Training,-1501.889404,-1502.61335
AE-QM7b-2936,Training,-1900.709351,-1900.83872
AE-QM7b-3676,Training,-1700.839233,-1700.810461
AE-QM7b-652,Training,-1261.327148,-1260.294859
AE-QM7b-5647,Training,-1694.520996,-1694.276555
AE-QM7b-3772,Training,-1542.88916,-1542.789851
AE-QM7b-4400,Training,-1564.815674,-1564.862834
AE-QM7b-2588,Training,-1758.059937,-1757.715401
AE-QM7b-3552,Training,-1826.61731,-1826.671148
AE-QM7b-5052,Training,-1856.530762,-1855.833898
AE-QM7b-2408,Training,-1785.502808,-1785.08269
AE-QM7b-6340,Training,-1329.146118,-1329.58337
IE-ARION583-482,Training,-14.57298279,-13.695
AE-QM7b-5178,Training,-1413.100098,-1412.756364
AE-QM7b-5398,Training,-1341.689209,-1342.221312
AE-QM7b-2104,Training,-1501.5625,-1500.980066
AE-QM7b-139,Training,-1242.390747,-1242.693149
IE-SSI-102HIE-109TYR-1,Training,-3.351211548,-3.84
AE-QM7b-1793,Training,-1744.386963,-1744.501537
AE-QM7b-142,Training,-1239.939575,-1240.104642
AE-QM7b-4666,Training,-1436.223511,-1436.574282
AE-QM7b-3502,Training,-1647.296387,-1647.061598
AE-QM7b-5467,Training,-1550.531128,-1550.560559
AE-QM7b-3895,Training,-1681.785156,-1682.216845
AE-QM7b-1792,Training,-1642.068481,-1642.359987
IE-PNICO23-3,Training,-4.672546387,-4.26
AE-QM7b-48,Training,-967.5695801,-967.4831214
AE-QM7b-6411,Training,-1418.778076,-1418.262928
AE-QM7b-6673,Training,-1376.600708,-1376.427203
AE-QM7b-5965,Training,-1703.310669,-1703.431121
AE-QM7b-7093,Training,-1408.20874,-1405.277971
IE-S66-27,Training,-3.542709351,-3.74
AE-QM7b-4851,Training,-1347.702271,-1348.342823
AE-QM7b-6514,Training,-1244.809326,-1244.343281
IE-S66-4,Training,-6.836471558,-7.55
AE-QM7b-6324,Training,-1696.215698,-1696.337369
IE-ARION583-292,Training,-17.62737274,-17.587
AE-QM7b-1267,Training,-1767.671875,-1766.934337
AE-QM7b-5632,Training,-1243.181641,-1242.215443
AE-QM7b-4860,Training,-1449.620117,-1449.435721
AE-QM7b-262,Training,-1435.927979,-1436.163248
AE-QM7b-290,Training,-1441.2229,-1441.063871
AE-QM7b-2532,Training,-1615.488647,-1615.841598
AE-QM7b-3944,Training,-1525.769165,-1525.67037
AE-QM7b-4516,Training,-1477.358521,-1477.690437
AE-QM7b-911,Training,-1405.278809,-1404.995162
AE-QM7b-6391,Training,-1396.104736,-1396.216715
AE-QM7b-255,Training,-1610.222412,-1609.993251
AE-TAE140-30,Training,-107.8241501,-107.499
AE-QM7b-378,Training,-1366.739868,-1366.813393
AE-QM7b-427,Training,-1612.770508,-1612.918118
AE-QM7b-3155,Training,-1531.322632,-1531.81439
AE-QM7b-872,Training,-1342.438843,-1341.156571
AE-QM7b-645,Training,-1171.773315,-1171.718713
AE-QM7b-5866,Training,-1203.235107,-1202.597502
IE-ARION583-370,Training,-7.142868042,-6.652
AE-QM7b-2911,Training,-1379.845215,-1380.155349
AE-QM7b-2400,Training,-1924.896729,-1924.432275
AE-QM7b-4971,Training,-1703.042603,-1703.389492
AE-QM7b-4536,Training,-1216.437622,-1216.044621
AE-QM7b-4705,Training,-1571.13623,-1571.046254
IE-HAL59-19,Training,-4.366149902,-4.81
IE-PNICO23-11,Training,-3.370361328,-2.62
AE-QM7b-4900,Training,-1580.845215,-1580.877626
AE-QM7b-648,Training,-1384.386353,-1382.744633
AE-QM7b-1089,Training,-1412.106934,-1411.873084
IE-CARBHB12-5,Training,-2.489471436,-3.021
AE-QM7b-3721,Training,-1675.848755,-1675.290799
AE-QM7b-5540,Training,-1570.591919,-1570.232684
AE-QM7b-1036,Training,-1420.398804,-1420.78935
AE-QM7b-1440,Training,-1873.572632,-1873.326504
AE-QM7b-6060,Training,-1428.381714,-1428.460442
AE-QM7b-5100,Training,-1281.529053,-1281.957423
AE-QM7b-6675,Training,-1574.353394,-1574.028895
AE-QM7b-5620,Training,-1441.596313,-1441.559247
AE-QM7b-90,Training,-1070.220825,-1069.341178
AE-QM7b-2101,Training,-1641.741455,-1642.247752
AE-QM7b-3076,Training,-1717.116455,-1716.789398
IE-ARION583-420,Training,-11.57125473,-10.868
AE-QM7b-2641,Training,-1769.588135,-1769.35663
IE-ARION583-175,Training,-17.50289917,-18.088
AE-QM7b-6257,Training,-1555.404663,-1555.020411
AE-QM7b-3211,Training,-1706.75647,-1706.965908
AE-QM7b-2352,Training,-1900.843384,-1899.861817
AE-QM7b-2194,Training,-1784.946289,-1785.496453
AE-QM7b-459,Training,-1363.733398,-1363.888181
AE-QM7b-5301,Training,-1542.804199,-1543.664138
AE-QM7b-6920,Training,-1394.861328,-1394.644581
IE-ARION583-151,Training,-17.71354675,-16.525
AE-QM7b-4614,Training,-1405.277466,-1406.002166
IE-ARION583-157,Training,-13.02185059,-12.991
AE-QM7b-3763,Training,-1832.726074,-1832.750139
IE-S22TRM-6,Training,-8.368453979,-9.798149344
AE-QM7b-4336,Training,-1567.573242,-1567.08368
AE-QM7b-6062,Training,-1282.899414,-1282.919687
AE-QM7b-1297,Training,-1764.205811,-1764.909253
IE-S22TRM-10,Training,-2.968215942,-5.09135184
AE-QM7b-3604,Training,-1567.860474,-1566.775293
IE-ARION583-127,Training,-0.880889893,-1.202
AE-QM7b-711,Training,-1409.376831,-1408.296907
AE-QM7b-6921,Training,-1547.523315,-1546.246784
AE-QM7b-169,Training,-1245.521729,-1245.244664
AE-QM7b-1274,Training,-1656.351563,-1658.428463
AE-QM7b-6946,Training,-1420.99939,-1420.673983
AE-QM7b-5533,Training,-1662.378052,-1661.77205
AE-QM7b-6602,Training,-1136.342285,-1135.801916
AE-QM7b-6859,Training,-1387.621338,-1387.299094
AE-QM7b-2563,Training,-1458.055542,-1458.230377
AE-QM7b-3644,Training,-1676.729614,-1677.58746
IE-IL174-26,Training,-78.97369385,-78.181
AE-QM7b-6142,Training,-1257.32373,-1257.190275
AE-TAE140-107,Training,-178.3969574,-181.35
AE-QM7b-6150,Training,-1461.761108,-1462.515036
AE-QM7b-2729,Training,-1611.524658,-1612.266186
AE-QM7b-3897,Training,-1679.697876,-1679.647213
AE-QM7b-3762,Training,-1543.023193,-1543.179455
AE-QM7b-2220,Training,-1495.550903,-1495.819758
AE-QM7b-1426,Training,-2031.484375,-2030.626684
AE-QM7b-3756,Training,-1707.733154,-1708.245958
AE-QM7b-6520,Training,-1567.019043,-1565.604147
AE-QM7b-6483,Training,-1563.265625,-1562.027863
AE-QM7b-6600,Training,-1355.266479,-1355.84587
AE-QM7b-561,Training,-1602.343506,-1602.515335
AE-QM7b-3929,Training,-1662.233276,-1662.536179
AE-QM7b-5547,Training,-1336.71167,-1336.861846
AE-QM7b-5575,Training,-1500.215088,-1500.209028
IE-SSI-051GLN-089GLU-2,Training,-24.5595932,-24.845
AE-QM7b-1069,Training,-1544.83667,-1544.502771
AE-QM7b-1062,Training,-1414.46228,-1414.561
AE-QM7b-3490,Training,-1835.234741,-1834.25294
AE-QM7b-6283,Training,-1405.794556,-1407.542604
AE-QM7b-3176,Training,-1559.300537,-1558.75861
AE-QM7b-1999,Training,-1901.073242,-1900.608427
AE-QM7b-6330,Training,-1506.237671,-1505.544693
AE-QM7b-179,Training,-1114.649414,-1114.33468
AE-QM7b-3581,Training,-1523.681885,-1522.765032
AE-QM7b-2585,Training,-1765.357178,-1764.618185
AE-QM7b-5399,Training,-1616.762085,-1617.349205
AE-QM7b-5911,Training,-1549.114014,-1548.724812
AE-QM7b-3907,Training,-1377.049316,-1377.108088
AE-QM7b-3047,Training,-1480.939575,-1480.950949
AE-QM7b-5162,Training,-1485.353638,-1485.85378
AE-QM7b-4458,Training,-1323.908691,-1323.638394
AE-QM7b-3166,Training,-1637.434326,-1637.589427
AE-QM7b-6801,Training,-1438.551514,-1439.458273
AE-QM7b-3660,Training,-1382.02832,-1382.305243
IE-SSI-149PHE-159ILE-1,Training,-1.637306213,-1.849
AE-QM7b-5155,Training,-1713.536743,-1713.533072
AE-QM7b-5740,Training,-1548.646362,-1549.25802
IE-S66-37,Training,-3.676757813,-4.14
AE-QM7b-2449,Training,-1654.420166,-1654.514752
AE-TAE140-134,Training,-67.34738159,-67.459
AE-QM7b-1684,Training,-1772.230835,-1771.629603
AE-QM7b-836,Training,-1366.605835,-1366.447709
AE-TAE140-23,Training,-421.9812622,-422.959
AE-QM7b-7129,Training,-1215.644165,-1214.813209
IE-ARION583-261,Training,-0.612792969,-0.335
AE-QM7b-4716,Training,-1716.466675,-1716.103167
AE-QM7b-6253,Training,-1128.03125,-1127.434784
AE-QM7b-54,Training,-791.2550049,-791.2193861
AE-QM7b-1951,Training,-1629.504761,-1629.106729
AE-QM7b-6546,Training,-1428.755127,-1428.164436
AE-QM7b-3747,Training,-1529.580078,-1529.931273
IE-ARION583-97,Training,-9.632339478,-9.473
AE-QM7b-3162,Training,-1711.00769,-1710.497037
AE-QM7b-644,Training,-1329.627563,-1329.346224
AE-QM7b-3589,Training,-1559.740967,-1559.344064
IE-ARION583-581,Training,-10.90579987,-10.124
AE-QM7b-4210,Training,-1643.926025,-1643.566927
AE-QM7b-5498,Training,-1581.189819,-1581.119127
AE-QM7b-5938,Training,-1848.047485,-1847.435887
AE-QM7b-2454,Training,-1898.124146,-1897.979716
IE-ARION583-174,Training,-14.40063477,-14.571
IE-IL174-62,Training,-90.84655762,-91.061
AE-QM7b-2811,Training,-1640.249268,-1640.084768
AE-TAE140-130,Training,-50.82830429,-53.075
AE-QM7b-2925,Training,-1626.078491,-1626.116395
AE-QM7b-3240,Training,-1710.222534,-1710.035351
AE-QM7b-474,Training,-1751.168701,-1751.054953
IE-ARION583-10,Training,-17.28507042,-16.875
AE-QM7b-3419,Training,-1567.630615,-1566.318421
AE-QM7b-3596,Training,-1700.532837,-1701.041596
AE-QM7b-2584,Training,-1764.859253,-1764.273021
AE-TAE140-12,Training,-608.6859131,-607.023
AE-QM7b-2419,Training,-1611.122437,-1611.904907
AE-QM7b-5568,Training,-1564.540649,-1564.254934
AE-QM7b-7185,Training,-874.5730591,-873.4384687
AE-QM7b-6459,Training,-1146.856812,-1145.724382
AE-QM7b-4661,Training,-1435.525879,-1435.19274
AE-QM7b-5789,Training,-1578.577393,-1579.817629
IE-ARION583-483,Training,-13.36654663,-13.649
AE-QM7b-4330,Training,-1857.697388,-1857.216927
IE-SSI-096HIE-103SER-1,Training,-4.816169739,-5.557
AE-QM7b-1887,Training,-1641.551514,-1641.113522
AE-QM7b-3091,Training,-1701.14563,-1700.725202
AE-QM7b-5077,Training,-1683.452393,-1683.567758
AE-QM7b-6508,Training,-1727.075562,-1725.697883
AE-QM7b-3396,Training,-1501.02771,-1500.872318
AE-QM7b-2534,Training,-1642.585571,-1642.967599
AE-QM7b-1498,Training,-1729.563843,-1730.610259
AE-QM7b-5999,Training,-1268.115845,-1267.654208
IE-ARION583-539,Training,-28.07357788,-27.654
AE-QM7b-2360,Training,-1590.037109,-1591.206903
AE-QM7b-204,Training,-1003.397644,-1002.531003
IE-IL174-69,Training,-83.49304199,-83.499
AE-QM7b-6787,Training,-1226.099976,-1223.598527
AE-QM7b-1908,Training,-1502.234131,-1502.084309
AE-QM7b-6769,Training,-1243.50708,-1242.808044
AE-QM7b-5127,Training,-1515.764648,-1515.86376
AE-QM7b-4376,Training,-1382.545288,-1383.252792
AE-QM7b-1878,Training,-1751.491577,-1752.145509
AE-QM7b-6515,Training,-1378.170898,-1377.409339
AE-QM7b-5327,Training,-1705.781006,-1705.320815
AE-QM7b-1197,Training,-2048.259521,-2047.372518
AE-QM7b-4412,Training,-1253.454102,-1252.426969
IE-SSI-105ASN-154ASN-1,Training,5.381088257,4.832
AE-QM7b-3299,Training,-1512.28772,-1511.836728
AE-QM7b-6537,Training,-1320.567017,-1319.465317
AE-QM7b-6460,Training,-1569.661743,-1568.628015
AE-QM7b-3834,Training,-1786.862427,-1786.485523
AE-QM7b-2061,Training,-1609.991089,-1609.414913
AE-QM7b-4446,Training,-1684.063965,-1684.270492
AE-QM7b-3067,Training,-1312.093262,-1310.740434
AE-QM7b-7167,Training,-1195.260498,-1195.305515
AE-QM7b-5714,Training,-1478.459717,-1478.486506
AE-QM7b-1924,Training,-1512.345215,-1512.928226
AE-QM7b-1526,Training,-1638.543457,-1638.020472
AE-QM7b-3967,Training,-1705.454346,-1705.400583
AE-QM7b-6144,Training,-1509.416504,-1509.615581
AE-QM7b-1680,Training,-1907.143677,-1906.806406
AE-QM7b-4031,Training,-1379.596191,-1380.636412
IE-S66-19,Training,-18.49868774,-19.49
AE-QM7b-3282,Training,-1706.105347,-1706.007686
AE-QM7b-613,Training,-1210.992065,-1211.250674
AE-QM7b-3524,Training,-1636.438477,-1636.789518
AE-QM7b-2214,Training,-1657.637329,-1657.978945
AE-QM7b-1023,Training,-1564.216309,-1564.300208
AE-QM7b-4739,Training,-1334.31665,-1333.976983
IE-ARION583-355,Training,-4.442749023,-5.023
AE-QM7b-5329,Training,-1695.018921,-1694.576495
IE-ARION583-562,Training,-10.93452454,-10.491
AE-QM7b-3655,Training,-1537.776123,-1538.101406
AE-QM7b-4091,Training,-1824.146973,-1823.486488
AE-QM7b-3097,Training,-1702.71582,-1702.263394
AE-QM7b-1683,Training,-1620.657593,-1620.175836
AE-QM7b-6685,Training,-1306.76001,-1306.90164
AE-QM7b-263,Training,-1129.037964,-1129.475857
AE-QM7b-78,Training,-1303.258301,-1301.887753
AE-QM7b-2368,Training,-1762.904785,-1762.210789
AE-QM7b-5071,Training,-1568.31311,-1568.636932
AE-QM7b-4748,Training,-1449.045654,-1448.990771
AE-QM7b-6786,Training,-1311.834717,-1311.447391
AE-QM7b-5828,Training,-1288.644409,-1289.132933
AE-QM7b-1954,Training,-1772.766968,-1772.355373
AE-QM7b-2622,Training,-1488.044189,-1487.87375
AE-QM7b-6568,Training,-1481.791748,-1481.32073
AE-QM7b-4157,Training,-1532.260986,-1532.379294
AE-QM7b-124,Training,-1457.992432,-1457.632071
IE-ARION583-559,Training,-17.98164368,-16.996
AE-QM7b-4993,Training,-1368.366211,-1368.099002
AE-QM7b-3358,Training,-1702.773315,-1703.045414
AE-QM7b-4547,Training,-1403.515625,-1402.195733
AE-QM7b-6065,Training,-1705.445923,-1704.751425
AE-QM7b-6700,Training,-1553.346069,-1553.081026
AE-QM7b-5276,Training,-1496.519165,-1497.287613
IE-ARION583-214,Training,-21.37115479,-21.688
AE-QM7b-6101,Training,-1332.401611,-1332.904003
AE-QM7b-5369,Training,-1322.041626,-1323.053285
AE-QM7b-3413,Training,-1513.436768,-1513.345151
IE-SSI-129TYR-136TYR-2,Training,-3.083114624,-3.435
AE-QM7b-6955,Training,-1393.827271,-1393.047185
AE-QM7b-2966,Training,-1599.363037,-1599.739777
AE-QM7b-3688,Training,-1679.468018,-1680.166322
AE-QM7b-410,Training,-1602.860596,-1602.521021
IE-SSI-062ASP-080ARG-1,Training,-86.90170288,-86.981
AE-QM7b-1279,Training,-1762.980225,-1763.473068
AE-QM7b-5075,Training,-1688.239868,-1688.203913
AE-QM7b-257,Training,-1432.107666,-1432.343117
AE-QM7b-6651,Training,-1310.973022,-1309.328847
AE-QM7b-2577,Training,-1618.072388,-1616.860932
AE-QM7b-5942,Training,-1845.079224,-1844.721547
IE-ARION583-474,Training,-1.40750885,-1.314
AE-QM7b-2646,Training,-1781.672852,-1781.374279
AE-QM7b-4757,Training,-1550.875732,-1550.293494
AE-QM7b-6878,Training,-1057.483521,-1056.834321
AE-QM7b-5962,Training,-1486.235718,-1486.61309
AE-QM7b-6814,Training,-1295.193604,-1294.305672
AE-QM7b-2503,Training,-1527.856567,-1527.95563
AE-QM7b-5411,Training,-1299.751221,-1300.610006
AE-QM7b-5743,Training,-1405.928589,-1406.612086
IE-S22-13,Training,-5.084266663,-4.524
AE-QM7b-5115,Training,-1847.645264,-1847.748396
IE-ARION583-377,Training,-7.171592712,-6.973
AE-QM7b-347,Training,-1345.751709,-1345.293184
AE-QM7b-5212,Training,-1370.453613,-1370.763436
AE-QM7b-1397,Training,-1434.575317,-1433.000081
IE-SSI-037ASP-064TYR-1,Training,-18.95828247,-18.742
AE-QM7b-6390,Training,-1465.629272,-1466.072526
AE-QM7b-61,Training,-1442.470337,-1442.040755
AE-QM7b-38,Training,-1157.692505,-1157.094762
IE-S22TRM-20,Training,-17.31140137,-17.38048453
AE-QM7b-5953,Training,-1595.276001,-1595.649273
AE-QM7b-3784,Training,-1833.970825,-1834.002723
AE-QM7b-1890,Training,-1772.364868,-1772.580326
AE-QM7b-810,Training,-1355.556396,-1355.26735
AE-QM7b-3540,Training,-1685.098022,-1685.331807
AE-QM7b-3980,Training,-1562.5177,-1563.310617
AE-TAE140-120,Training,-33.84723663,-39.042
AE-QM7b-4747,Training,-1302.930054,-1303.423705
AE-QM7b-5123,Training,-1574.421875,-1574.973062
AE-QM7b-1444,Training,-1726.844604,-1726.789669
AE-QM7b-1787,Training,-1379.117554,-1378.958889
IE-ARION583-220,Training,1.37878418,1.58
AE-TAE140-86,Training,-381.6982117,-386.087
AE-QM7b-2793,Training,-1464.470825,-1463.985928
AE-QM7b-2776,Training,-1400.403809,-1401.525673
AE-QM7b-2055,Training,-1600.799194,-1601.114516
AE-QM7b-2127,Training,-2049.046143,-2048.475813
AE-QM7b-1487,Training,-1878.245117,-1878.540589
AE-QM7b-5287,Training,-1733.892944,-1734.227293
AE-QM7b-6186,Training,-1450.289063,-1449.646456
AE-QM7b-227,Training,-1736.977173,-1736.699215
AE-QM7b-4619,Training,-1575.866211,-1574.94249
AE-QM7b-2766,Training,-1456.925781,-1456.404462
AE-QM7b-3557,Training,-1827.976929,-1827.573258
AE-QM7b-6280,Training,-1402.653931,-1403.837739
AE-QM7b-5359,Training,-1560.729858,-1561.58179
AE-QM7b-359,Training,-1366.623657,-1366.495337
AE-QM7b-1527,Training,-1638.792358,-1637.962239
