System label,Subset,Prediction,Reference
AE-QM7b-1437,Training,-1576.535278,-1575.935011
AE-QM7b-5757,Training,-1317.354736,-1317.175169
AE-QM7b-2286,Training,-1241.126465,-1242.433381
AE-QM7b-7125,Training,-1219.450195,-1220.211103
AE-QM7b-4465,Training,-1544.851929,-1544.946848
AE-QM7b-3963,Training,-1636.945923,-1636.82233
AE-QM7b-1165,Training,-922.239502,-923.4476905
IE-IL174-82,Training,-80.35247803,-80.143
AE-QM7b-3132,Training,-1557.663208,-1557.805019
AE-QM7b-6141,Training,-1590.909912,-1591.107689
AE-QM7b-3090,Training,-1679.965942,-1680.186226
AE-QM7b-5320,Training,-1699.878174,-1699.825376
AE-QM7b-993,Training,-1412.650269,-1411.248185
AE-QM7b-6374,Training,-1165.326782,-1164.999775
AE-QM7b-6057,Training,-1561.767212,-1561.999688
AE-QM7b-2737,Training,-1909.131714,-1908.924944
AE-QM7b-5018,Training,-1696.661011,-1696.919403
IE-SSI-078PHE-107ALA-2,Training,-0.842590332,-0.959
AE-QM7b-2396,Training,-1920.430054,-1920.193931
AE-QM7b-3602,Training,-1705.090454,-1704.87781
AE-QM7b-4394,Training,-1431.492188,-1431.255328
AE-QM7b-6392,Training,-1459.859131,-1459.500587
AE-QM7b-4633,Training,-1559.344727,-1559.466402
IE-IL174-105,Training,-97.12768555,-97.447
AE-QM7b-2308,Training,-1488.08728,-1488.296493
AE-QM7b-3526,Training,-1552.550171,-1553.070013
IE-ARION583-491,Training,-7.171592712,-6.976
AE-QM7b-3128,Training,-1497.178589,-1496.000755
IE-ARION583-244,Training,-0.507469177,-0.185
IE-S66-45,Training,-1.42665863,-1.52
AE-QM7b-1022,Training,-1158.738281,-1158.780925
AE-QM7b-769,Training,-1561.754395,-1561.213891
AE-QM7b-3033,Training,-1651.767944,-1651.745826
AE-QM7b-3647,Training,-1855.657959,-1855.740488
IE-ARION583-398,Training,-5.093841553,-5.529
AE-QM7b-3260,Training,-1563.293213,-1563.138769
AE-QM7b-5245,Training,-1577.271362,-1577.38817
AE-QM7b-6731,Training,-1442.655396,-1442.21859
AE-QM7b-5271,Training,-1561.894043,-1562.166679
AE-QM7b-2541,Training,-1648.22998,-1648.344308
AE-QM7b-2922,Training,-1099.608154,-1101.046834
AE-QM7b-3247,Training,-1400.593994,-1401.096699
AE-QM7b-2189,Training,-2052.021729,-2051.306899
AE-QM7b-3637,Training,-1836.048584,-1835.778061
AE-QM7b-2038,Training,-1899.34729,-1899.342741
IE-ARION583-428,Training,-6.779022217,-6.654
AE-QM7b-4599,Training,-1278.529663,-1279.078596
AE-QM7b-5926,Training,-1705.567993,-1705.213487
AE-QM7b-3133,Training,-1357.966553,-1358.143127
AE-QM7b-1323,Training,-1599.783081,-1599.960413
AE-QM7b-2860,Training,-1777.425171,-1777.434595
AE-QM7b-555,Training,-1603.767822,-1603.60891
IE-IL174-11,Training,-84.64202881,-84.914
AE-QM7b-3483,Training,-1702.064819,-1702.11674
AE-QM7b-7162,Training,-1267.01123,-1267.209616
AE-QM7b-1319,Training,-1604.130127,-1603.805896
AE-QM7b-1855,Training,-1533.165771,-1533.311732
AE-QM7b-4354,Training,-1524.849976,-1524.967686
AE-QM7b-5677,Training,-1694.535278,-1694.299277
AE-QM7b-920,Training,-1204.203369,-1203.361236
AE-QM7b-4438,Training,-1635.911865,-1635.912865
IE-SSI-150LEU-153PHE-1,Training,-0.306396484,-0.825
AE-QM7b-599,Training,-1482.416748,-1482.611817
IE-ARION583-211,Training,-21.70627594,-21.309
AE-QM7b-5919,Training,-1437.178589,-1437.421442
AE-QM7b-2258,Training,-1599.245728,-1599.491574
AE-QM7b-2367,Training,-1639.938965,-1640.375691
AE-QM7b-5260,Training,-1605.430176,-1605.417273
IE-SSI-205MET-223ASP-2,Training,-5.754508972,-5.679
AE-QM7b-4805,Training,-1570.758057,-1570.590486
AE-QM7b-4789,Training,-1318.273926,-1318.849856
IE-ARION583-256,Training,-10.14938354,-9.914
AE-QM7b-5988,Training,-1651.086914,-1651.109507
AE-QM7b-1439,Training,-2029.923706,-2029.759751
AE-QM7b-2692,Training,-1754.179688,-1753.41282
AE-QM7b-3666,Training,-1836.986938,-1836.818342
IE-ARION583-287,Training,-1.263885498,-1.781
AE-QM7b-2464,Training,-1776.239014,-1776.066294
AE-QM7b-4988,Training,-1418.63916,-1417.810436
AE-QM7b-5383,Training,-1452.668335,-1452.97711
AE-QM7b-2633,Training,-1772.409058,-1772.200285
AE-QM7b-6087,Training,-1725.567505,-1725.316424
AE-QM7b-409,Training,-1609.503174,-1609.320241
AE-QM7b-6137,Training,-1509.794678,-1510.031314
AE-QM7b-3767,Training,-1532.615234,-1533.035737
AE-QM7b-3913,Training,-1527.013916,-1527.676102
AE-QM7b-5220,Training,-1574.78186,-1574.849105
AE-QM7b-3678,Training,-1836.048584,-1835.766151
AE-QM7b-1957,Training,-1902.736816,-1902.711308
AE-QM7b-6742,Training,-1484.069336,-1483.119812
AE-QM7b-2200,Training,-2042.638184,-2042.297638
AE-QM7b-1712,Training,-1918.592896,-1918.818269
AE-QM7b-6239,Training,-1574.233765,-1574.322567
AE-QM7b-3393,Training,-1637.348145,-1637.143555
AE-QM7b-4304,Training,-1687.357788,-1688.024931
AE-QM7b-2989,Training,-1776.713013,-1776.473292
AE-QM7b-3985,Training,-1708.345947,-1708.653477
IE-PNICO23-21,Training,-7.774810791,-8.03
AE-QM7b-467,Training,-1480.410889,-1480.929325
AE-QM7b-1603,Training,-1624.217041,-1624.544098
AE-QM7b-333,Training,-1624.736816,-1625.112829
IE-ARION583-342,Training,-5.457687378,-6.007
IE-SSI-048ASN-052ASN-1,Training,-4.404449463,-4.84
AE-QM7b-1758,Training,-1775.148682,-1775.222428
AE-QM7b-5758,Training,-1724.30481,-1724.275597
AE-QM7b-2606,Training,-1767.661133,-1767.729678
AE-QM7b-6757,Training,-1384.286865,-1383.13543
IE-ARION583-164,Training,-3.581008911,-2.841
AE-TAE140-8,Training,-75.08628845,-73.921
AE-QM7b-3899,Training,-1825.956665,-1825.601224
AE-QM7b-2854,Training,-1534.562378,-1535.964162
AE-QM7b-5129,Training,-1499.887085,-1499.968394
AE-QM7b-50,Training,-946.7442017,-946.6251978
AE-QM7b-6281,Training,-1243.3396,-1243.654872
AE-QM7b-6131,Training,-1395.266846,-1395.460229
AE-QM7b-26,Training,-998.6879883,-999.3666681
AE-QM7b-449,Training,-1754.862183,-1754.714519
AE-QM7b-1053,Training,-1275.561646,-1275.636153
IE-ARION583-100,Training,-0.459594727,-0.08
AE-QM7b-2096,Training,-1481.232666,-1481.601763
AE-QM7b-5746,Training,-1572.021973,-1572.520115
AE-QM7b-5027,Training,-1551.818848,-1551.197738
AE-QM7b-1766,Training,-1525.716553,-1527.43831
AE-QM7b-7082,Training,-1275.143799,-1273.782684
AE-QM7b-3919,Training,-1789.734863,-1789.199712
AE-QM7b-4228,Training,-1776.502319,-1775.619298
AE-QM7b-308,Training,-1436.205688,-1436.19281
IE-SSI-028LEU-061GLU-1,Training,-0.995788574,-1.051
IE-ARION583-340,Training,-6.788597107,-6.182
AE-QM7b-476,Training,-1452.749878,-1452.758406
AE-QM7b-1407,Training,-1587.412354,-1587.059227
AE-QM7b-5410,Training,-1409.772827,-1410.762617
AE-QM7b-4708,Training,-1307.022217,-1308.530519
IE-SSI-037THR-053ILE-1,Training,0.608005524,0.562
IE-ARION583-315,Training,-7.985458374,-7.321
AE-QM7b-4164,Training,-1831.2229,-1830.61705
IE-ARION583-105,Training,-2.393722534,-2.328
AE-QM7b-2830,Training,-1615.210938,-1615.740639
AE-QM7b-6666,Training,-1173.709595,-1173.012147
AE-QM7b-5851,Training,-1446.647095,-1447.601078
AE-QM7b-432,Training,-1346.791626,-1347.234119
AE-QM7b-761,Training,-1542.049194,-1540.908358
AE-QM7b-5707,Training,-1714.834106,-1714.48933
AE-QM7b-5479,Training,-1854.412354,-1854.227264
AE-QM7b-3517,Training,-1635.126709,-1634.840255
AE-QM7b-3998,Training,-1536.004761,-1535.615389
AE-QM7b-1696,Training,-1530.466797,-1532.443104
AE-QM7b-3370,Training,-1648.684814,-1648.740382
AE-QM7b-42,Training,-944.723877,-945.1496558
AE-QM7b-4223,Training,-1777.134277,-1776.630425
AE-QM7b-1639,Training,-1753.949951,-1753.431024
IE-S66-53,Training,-4.653396606,-4.87
AE-QM7b-596,Training,-1230.80249,-1230.76261
AE-QM7b-6999,Training,-1277.512329,-1276.618239
AE-QM7b-122,Training,-1305.947632,-1305.812025
AE-QM7b-4485,Training,-1832.735718,-1832.51625
AE-QM7b-827,Training,-1542.738647,-1541.879168
AE-QM7b-4806,Training,-1414.647827,-1415.08093
AE-QM7b-1035,Training,-1449.358032,-1449.92545
AE-QM7b-4933,Training,-1560.532104,-1560.382475
AE-QM7b-223,Training,-1737.714478,-1737.762481
AE-QM7b-7091,Training,-1402.105957,-1402.098137
IE-ARION583-570,Training,-8.847198486,-9.301
AE-QM7b-3603,Training,-1695.917725,-1694.941357
AE-QM7b-1159,Training,-1130.920776,-1132.018104
IE-ARION583-278,Training,-6.156654358,-5.658
AE-QM7b-5653,Training,-1462.196777,-1462.498947
AE-QM7b-2116,Training,-1500.420776,-1499.967289
AE-QM7b-5209,Training,-1376.031006,-1375.854776
AE-QM7b-2595,Training,-1767.870605,-1767.84763
AE-QM7b-5342,Training,-1591.267456,-1591.34966
AE-QM7b-5012,Training,-1544.810059,-1545.196005
AE-QM7b-2998,Training,-1618.179199,-1618.128099
AE-QM7b-3052,Training,-1483.161011,-1482.628308
IE-SSI-063ILE-077LEU-1,Training,-0.004787445,-0.382
AE-QM7b-3544,Training,-1682.972412,-1683.021787
AE-QM7b-1467,Training,-1736.122681,-1736.146366
AE-QM7b-4961,Training,-1409.430542,-1409.618259
AE-QM7b-1903,Training,-1522.824951,-1523.747714
IE-ARION583-305,Training,-3.676757813,-3.683
AE-QM7b-3534,Training,-1338.357178,-1338.390851
AE-QM7b-5972,Training,-1447.125854,-1446.679515
AE-QM7b-7042,Training,-1416.133179,-1415.583409
AE-QM7b-5708,Training,-1414.992554,-1413.581091
AE-QM7b-4364,Training,-1487.852661,-1488.256301
AE-QM7b-1651,Training,-1901.760132,-1901.360458
AE-QM7b-6238,Training,-1710.879639,-1711.057284
AE-QM7b-2676,Training,-1890.595825,-1890.340576
AE-QM7b-4726,Training,-1700.51001,-1700.591086
AE-QM7b-3044,Training,-1503.536377,-1502.913472
AE-QM7b-1928,Training,-1489.198975,-1490.141025
AE-QM7b-1837,Training,-1786.177856,-1786.38612
AE-QM7b-1609,Training,-1649.034302,-1649.122412
AE-QM7b-6488,Training,-1313.055542,-1312.976879
IE-ARION583-91,Training,-13.41442108,-12.936
AE-QM7b-3512,Training,-1376.283325,-1376.788758
AE-QM7b-5323,Training,-1701.850586,-1701.614537
IE-SSI-018VAL-034ILE-1,Training,-0.32075882,-0.641
IE-ADIM6-5,Training,-4.749145508,-5.55
AE-QM7b-6599,Training,-1496.369507,-1496.437685
IE-IL174-43,Training,-86.27933502,-87.198
AE-QM7b-6848,Training,-1342.308228,-1341.658253
AE-QM7b-6315,Training,-1657.317749,-1657.457019
AE-QM7b-6783,Training,-1210.821899,-1211.157659
AE-QM7b-6901,Training,-1119.060913,-1119.920681
AE-QM7b-3239,Training,-1845.834106,-1845.653766
AE-QM7b-1213,Training,-2028.65979,-2028.713578
AE-QM7b-4506,Training,-1505.355591,-1505.439718
IE-ARION583-107,Training,-5.515136719,-5.405
AE-QM7b-5121,Training,-1577.471558,-1577.789427
AE-QM7b-4838,Training,-1466.858398,-1466.689456
AE-QM7b-1276,Training,-1628.316284,-1627.417892
IE-S22-18,Training,-3.016090393,-4.541
AE-QM7b-1311,Training,-1899.463135,-1899.646791
AE-QM7b-5904,Training,-1692.584473,-1692.627126
AE-QM7b-3558,Training,-1527.789551,-1528.37676
AE-QM7b-119,Training,-1315.398071,-1315.530779
AE-QM7b-1716,Training,-1780.855347,-1780.7324
AE-QM7b-4125,Training,-1495.761475,-1495.364573
AE-QM7b-6819,Training,-1386.448486,-1385.536557
AE-QM7b-6140,Training,-1329.43335,-1328.820339
AE-QM7b-1479,Training,-1725.22644,-1725.503087
AE-QM7b-1171,Training,-1734.763062,-1734.944786
IE-ARION583-526,Training,-15.22407532,-15.149
AE-QM7b-1922,Training,-1645.874512,-1646.592269
AE-QM7b-458,Training,-1337.732788,-1336.805854
AE-QM7b-4531,Training,-1467.170898,-1467.244194
AE-QM7b-2790,Training,-1320.169678,-1321.286293
AE-QM7b-5504,Training,-1577.854492,-1578.44385
IE-CARBHB12-9,Training,-10.26428223,-10.483
AE-QM7b-2768,Training,-1793.856812,-1793.967335
AE-QM7b-3301,Training,-1516.558228,-1516.396008
AE-QM7b-6669,Training,-1241.972778,-1240.747532
AE-QM7b-324,Training,-1447.4646,-1447.672519
AE-QM7b-548,Training,-1468.346558,-1468.229744
AE-QM7b-5416,Training,-1425.046143,-1425.440327
AE-QM7b-6406,Training,-1271.374878,-1271.297528
AE-QM7b-5226,Training,-1705.644653,-1705.307549
AE-QM7b-2379,Training,-1896.74292,-1896.558579
AE-QM7b-2105,Training,-1763.792847,-1762.921091
AE-QM7b-3060,Training,-1550.884155,-1550.857764
AE-QM7b-3171,Training,-1696.281494,-1696.402497
AE-QM7b-931,Training,-1238.328369,-1237.457609
AE-QM7b-3453,Training,-1831.893066,-1832.068244
AE-QM7b-5767,Training,-1525.200684,-1525.000806
AE-QM7b-2597,Training,-1500.802734,-1501.179901
AE-QM7b-3731,Training,-1392.962769,-1393.334305
AE-QM7b-5183,Training,-1332.942627,-1333.828484
AE-QM7b-7139,Training,-1222.246094,-1222.861544
IE-ARION583-391,Training,-11.91116333,-11.494
AE-QM7b-497,Training,-1337.254028,-1337.634371
AE-QM7b-2850,Training,-1635.857666,-1635.330027
AE-QM7b-2669,Training,-1889.044678,-1888.212042
AE-QM7b-4060,Training,-1644.605835,-1644.211498
IE-S22TRM-12,Training,-2.4751091,-2.539672325
AE-QM7b-1782,Training,-1510.032837,-1511.380922
AE-QM7b-3538,Training,-1829.116455,-1829.301188
AE-QM7b-6834,Training,-1160.568115,-1161.002198
AE-QM7b-6891,Training,-1358.796143,-1357.807846
AE-QM7b-7118,Training,-1253.35022,-1253.580018
IE-SSI-240ASP-270SER-1,Training,-18.89125824,-18.106
IE-IL174-0,Training,-90.50186157,-90.377
AE-QM7b-734,Training,-1263.797485,-1263.222072
AE-QM7b-5940,Training,-1538.837769,-1538.683233
AE-QM7b-2679,Training,-1589.709106,-1590.278537
AE-TAE140-24,Training,-856.6636353,-861.578
AE-QM7b-1706,Training,-1762.720459,-1762.728309
AE-QM7b-4291,Training,-1698.598633,-1699.05804
AE-QM7b-4686,Training,-1464.494751,-1465.028022
AE-QM7b-5356,Training,-1566.096558,-1566.144496
AE-QM7b-2254,Training,-1758.469238,-1758.413511
IE-PNICO23-15,Training,-1.742630005,-1.78
AE-QM7b-6967,Training,-1210.722656,-1211.553375
AE-QM7b-2652,Training,-1759.444702,-1759.067739
AE-QM7b-1675,Training,-1638.368774,-1638.850363
AE-QM7b-6176,Training,-1719.190674,-1719.113004
AE-QM7b-978,Training,-1407.80542,-1406.875042
AE-QM7b-6667,Training,-1306.697876,-1306.398144
AE-QM7b-3025,Training,-1350.613037,-1350.161948
IE-ARION583-550,Training,-8.531227112,-8.236
AE-QM7b-4130,Training,-1623.004883,-1623.244056
AE-QM7b-1155,Training,-1127.12915,-1129.003636
AE-QM7b-4875,Training,-1367.202881,-1367.201943
AE-QM7b-2519,Training,-1652.730225,-1652.858345
AE-QM7b-4556,Training,-1567.466675,-1567.444594
AE-QM7b-2249,Training,-1892.472534,-1892.275394
AE-QM7b-3598,Training,-1560.669678,-1559.955534
AE-QM7b-1063,Training,-1291.111206,-1289.86703
AE-QM7b-6484,Training,-1435.30188,-1434.426521
AE-QM7b-2716,Training,-1520.163086,-1519.973741
AE-QM7b-6538,Training,-1299.152832,-1299.0761
AE-QM7b-6297,Training,-1558.79895,-1558.415541
IE-ARION583-534,Training,-17.15820313,-16.617
AE-QM7b-1176,Training,-1898.275879,-1898.295306
AE-QM7b-6972,Training,-1297.319214,-1297.701423
AE-QM7b-1154,Training,-1251.436401,-1253.171966
AE-QM7b-2650,Training,-1765.419434,-1764.965521
AE-QM7b-991,Training,-1412.171509,-1410.977048
AE-QM7b-3092,Training,-1553.94812,-1553.554615
AE-QM7b-2405,Training,-1646.908691,-1646.142406
AE-QM7b-4754,Training,-1367.451904,-1367.471518
AE-QM7b-6030,Training,-1556.847168,-1556.929966
AE-QM7b-2128,Training,-1906.471069,-1906.203281
AE-QM7b-6555,Training,-1308.114868,-1307.361148
AE-QM7b-6870,Training,-1219.450195,-1218.848405
AE-QM7b-3408,Training,-1652.43811,-1652.212757
AE-QM7b-5326,Training,-1701.122803,-1700.972821
AE-QM7b-4883,Training,-1550.748901,-1551.163326
AE-QM7b-5835,Training,-1434.238037,-1434.113359
AE-QM7b-3451,Training,-1836.699707,-1836.624744
AE-QM7b-2122,Training,-1640.379395,-1640.922579
AE-QM7b-7176,Training,-1221.116211,-1221.623493
AE-QM7b-5164,Training,-1484.295532,-1484.175687
AE-QM7b-3928,Training,-1659.332031,-1659.579379
AE-QM7b-36,Training,-1163.16687,-1162.941929
AE-QM7b-3874,Training,-1704.1521,-1703.942103
AE-QM7b-5254,Training,-1576.207642,-1576.047585
AE-QM7b-1196,Training,-2050.050049,-2050.613935
AE-QM7b-4201,Training,-1638.305542,-1638.063085
IE-IL174-2,Training,-91.91894531,-92.044
AE-QM7b-6151,Training,-1324.205566,-1324.715917
AE-QM7b-2843,Training,-1770.607788,-1770.249636
IE-ARION583-132,Training,-17.88589478,-16.324
AE-QM7b-4225,Training,-1643.265381,-1642.888
AE-QM7b-3801,Training,-1520.483887,-1520.00688
IE-ARION583-347,Training,-19.1312294,-18.932
AE-QM7b-3011,Training,-1610.461792,-1610.74911
AE-QM7b-968,Training,-1267.193115,-1266.577513
AE-QM7b-727,Training,-1229.289673,-1228.993302
AE-QM7b-4471,Training,-1528.766113,-1529.194201
AE-QM7b-3504,Training,-1361.470947,-1359.899401
IE-ARION583-78,Training,-5.668334961,-5.183
AE-QM7b-4047,Training,-1348.18103,-1347.498198
AE-QM7b-466,Training,-1206.812622,-1207.039407
AE-QM7b-2613,Training,-1513.020264,-1513.582849
AE-QM7b-4070,Training,-1215.939697,-1216.362301
IE-ARION583-123,Training,-0.852165222,-0.409
AE-QM7b-540,Training,-1344.032959,-1344.098788
AE-QM7b-5349,Training,-1716.978882,-1716.620562
IE-RG18-1,Training,0,-0.27
AE-QM7b-5429,Training,-1571.420166,-1570.931039
AE-QM7b-2974,Training,-1762.143677,-1761.210348
AE-QM7b-2942,Training,-1773.131958,-1772.984639
AE-QM7b-2337,Training,-1763.217163,-1762.428783
AE-QM7b-6250,Training,-1699.294067,-1698.957162
AE-QM7b-4695,Training,-1563.213013,-1563.27244
AE-QM7b-2788,Training,-1609.624023,-1609.335929
AE-QM7b-1182,Training,-1898.658813,-1898.400394
AE-QM7b-5130,Training,-1208.862793,-1209.49615
AE-QM7b-5232,Training,-1859.88916,-1859.654726
AE-QM7b-6430,Training,-1446.757202,-1447.118409
AE-QM7b-838,Training,-1231.108887,-1230.332695
AE-QM7b-4522,Training,-1513.609131,-1513.546542
AE-QM7b-4934,Training,-1438.650757,-1438.865032
AE-QM7b-1669,Training,-1771.050659,-1770.885466
AE-QM7b-3909,Training,-1636.601318,-1636.3697
AE-QM7b-1283,Training,-1908.157104,-1908.296989
AE-QM7b-7161,Training,-1265.134521,-1265.478385
AE-QM7b-1356,Training,-1728.520264,-1728.941967
AE-QM7b-922,Training,-1108.959473,-1107.636776
AE-QM7b-5268,Training,-1499.580688,-1499.483214
AE-QM7b-5507,Training,-1432.399658,-1432.371706
AE-QM7b-1236,Training,-1624.084229,-1623.297959
IE-ARION583-142,Training,-0.478744507,-0.188
AE-QM7b-1972,Training,-1898.638794,-1898.403877
AE-QM7b-3692,Training,-1707.464966,-1706.725769
IE-SSI-024PHE-100SER-1,Training,-0.957489014,-0.956
IE-HAL59-50,Training,-1.666030884,-2.11
AE-QM7b-76,Training,-1303.670044,-1302.198863
AE-QM7b-1355,Training,-1723.54126,-1723.697924
IE-HAL59-3,Training,-0.421295166,-0.85
AE-QM7b-3165,Training,-1680.540405,-1680.56734
AE-QM7b-5687,Training,-1588.203491,-1587.446315
IE-ARION583-556,Training,-11.37496948,-11.909
IE-HAL59-1,Training,-0.459594727,-1.15
AE-QM7b-1306,Training,-1735.835449,-1736.049794
AE-QM7b-5957,Training,-1401.540894,-1401.850129
AE-QM7b-5961,Training,-1489.641968,-1489.730889
AE-QM7b-304,Training,-1596.67395,-1595.930175
AE-QM7b-1238,Training,-1756.823608,-1757.422872
AE-QM7b-2209,Training,-1626.51416,-1626.793533
AE-QM7b-2390,Training,-1652.481201,-1651.885138
AE-QM7b-475,Training,-1610.192505,-1610.134552
AE-QM7b-4180,Training,-1522.848877,-1522.630407
AE-QM7b-3612,Training,-1839.074341,-1839.087254
AE-QM7b-4602,Training,-1208.479858,-1208.974714
AE-QM7b-5404,Training,-1660.640259,-1660.391556
AE-QM7b-1096,Training,-1284.466309,-1284.130523
AE-QM7b-3823,Training,-1362.792358,-1363.101794
AE-QM7b-1970,Training,-1462.062744,-1462.709424
AE-QM7b-2462,Training,-1770.264282,-1770.337191
AE-QM7b-6055,Training,-1564.160889,-1563.186039
AE-QM7b-3565,Training,-1827.220581,-1826.766007
AE-QM7b-2833,Training,-1770.914185,-1770.662815
IE-ARION583-118,Training,-2.527770996,-2.853
AE-TAE140-105,Training,-332.5933838,-331.785
AE-QM7b-4509,Training,-1490.399536,-1490.16263
AE-QM7b-2,Training,-710.0289917,-710.1494623
AE-QM7b-5388,Training,-1547.874023,-1548.080404
AE-QM7b-5861,Training,-1351.040527,-1351.269955
IE-PNICO23-16,Training,-6.932220459,-7.1
AE-QM7b-3444,Training,-1508.974854,-1509.052692
AE-QM7b-5803,Training,-1598.027344,-1598.866907
AE-QM7b-5730,Training,-1473.993042,-1474.742999
AE-QM7b-2838,Training,-1599.032715,-1599.259919
AE-QM7b-1461,Training,-2033.217407,-2033.029042
AE-QM7b-6020,Training,-1543.912476,-1543.091987
AE-QM7b-126,Training,-1149.960571,-1150.138954
AE-QM7b-4620,Training,-1571.679565,-1571.254717
AE-QM7b-2579,Training,-1741.636597,-1741.742984
AE-QM7b-4567,Training,-1548.891357,-1549.137803
AE-QM7b-2176,Training,-2049.11084,-2048.837606
AE-TAE140-56,Training,-339.8822632,-343.749
IE-IL174-121,Training,-96.93618774,-96.317
AE-QM7b-2817,Training,-1632.867065,-1632.232729
AE-QM7b-1272,Training,-1906.625122,-1906.88731
IE-ARION583-470,Training,-5.668334961,-5.619
AE-QM7b-667,Training,-1539.310791,-1537.931371
IE-IL174-172,Training,-78.13110352,-77.902
IE-ARION583-94,Training,-6.386451721,-7.254
AE-QM7b-5095,Training,-1587.152588,-1587.083041
AE-QM7b-1697,Training,-1918.075806,-1918.555766
AE-QM7b-1430,Training,-1890.500977,-1889.762106
AE-QM7b-1009,Training,-1295.058472,-1294.213498
IE-ARION583-182,Training,0.469169617,0.529
AE-QM7b-5361,Training,-1559.317505,-1559.514199
IE-SSI-072ARG-118TYR-2,Training,-5.878982544,-6.143
AE-QM7b-4027,Training,-1658.834106,-1659.072062
IE-SSI-078ALA-126VAL-1,Training,-0.277671814,-0.53
AE-QM7b-1040,Training,-1554.121948,-1553.630869
AE-QM7b-2972,Training,-1599.971069,-1600.211703
AE-QM7b-161,Training,-1261.693726,-1261.476196
IE-ARION583-339,Training,-5.036392212,-5.179
AE-QM7b-6554,Training,-1442.94165,-1442.033119
AE-QM7b-2852,Training,-1794.962769,-1794.804223
AE-QM7b-3634,Training,-1701.796631,-1701.504837
AE-QM7b-5697,Training,-1572.385742,-1572.030361
AE-QM7b-3508,Training,-1504.608765,-1504.613943
AE-QM7b-96,Training,-1309.73938,-1309.000023
AE-QM7b-5111,Training,-1687.260864,-1686.781408
AE-QM7b-903,Training,-1355.632935,-1354.981303
AE-QM7b-1780,Training,-1637.793335,-1637.853888
AE-QM7b-3334,Training,-1384.259277,-1383.555951
IE-RG18-5,Training,-0.612792969,-1.18
IE-SSI-025TRP-152GLU-1,Training,-21.18923187,-22.177
AE-QM7b-5884,Training,-1564.98584,-1565.08748
IE-ARION583-194,Training,-15.30067444,-16.416
AE-QM7b-6943,Training,-1350.98645,-1351.195709
AE-QM7b-909,Training,-1338.168335,-1337.474578
AE-QM7b-1539,Training,-1746.653809,-1746.817412
AE-QM7b-2003,Training,-1355.520142,-1356.217101
AE-QM7b-5916,Training,-1703.193481,-1702.728656
AE-QM7b-3632,Training,-1712.060913,-1711.659681
AE-QM7b-3083,Training,-1411.040161,-1410.707817
AE-QM7b-4416,Training,-1378.303589,-1378.120112
AE-QM7b-276,Training,-1437.890869,-1437.704415
AE-QM7b-7174,Training,-1345.423462,-1345.735498
AE-TAE140-58,Training,-227.116394,-225.274
AE-QM7b-4886,Training,-1437.925415,-1438.282703
AE-QM7b-4088,Training,-1519.737061,-1520.550599
AE-QM7b-5860,Training,-1288.400269,-1289.070019
AE-QM7b-7012,Training,-1116.902832,-1116.735155
AE-QM7b-3310,Training,-1680.272339,-1680.453737
IE-SSI-193HIE-248MET-1,Training,-0.560131073,-0.852
AE-QM7b-2919,Training,-1773.208618,-1772.791305
AE-QM7b-4740,Training,-1302.11145,-1301.373715
AE-QM7b-6215,Training,-1519.561157,-1519.331912
AE-QM7b-3562,Training,-1530.796021,-1531.173082
AE-QM7b-1624,Training,-1627.970337,-1627.888055
AE-QM7b-3618,Training,-1690.498291,-1690.271674
AE-QM7b-1952,Training,-1611.15686,-1611.150228
AE-QM7b-6032,Training,-1410.817871,-1409.944184
AE-QM7b-4026,Training,-1502.368164,-1502.188399
AE-QM7b-3680,Training,-1979.952393,-1979.411665
AE-QM7b-4041,Training,-1640.143921,-1640.133588
AE-QM7b-3686,Training,-1847.844849,-1847.616363
AE-QM7b-469,Training,-1506.301392,-1506.446458
AE-QM7b-3193,Training,-1441.430908,-1441.259683
AE-QM7b-6615,Training,-1719.33667,-1718.338546
AE-QM7b-482,Training,-1450.777466,-1450.84151
AE-QM7b-3709,Training,-1973.556274,-1972.693436
AE-QM7b-3178,Training,-1832.716553,-1832.376599
AE-QM7b-5744,Training,-1701.486694,-1701.505032
IE-IL174-92,Training,-96.74468994,-97.711
IE-SSI-061GLU-142MET-1,Training,-7.583312988,-8.303
AE-QM7b-6678,Training,-1214.766724,-1213.524914
AE-QM7b-4890,Training,-1401.502563,-1401.925831
AE-QM7b-3648,Training,-1848.457642,-1848.127176
IE-ARION583-33,Training,-17.50289917,-16.524
AE-QM7b-3515,Training,-1685.327881,-1685.096694
AE-QM7b-2611,Training,-1637.927368,-1638.223839
AE-QM7b-6293,Training,-1287.460693,-1286.369391
AE-QM7b-173,Training,-1242.687622,-1242.266164
IE-ARION583-374,Training,-2.604370117,-2.604
AE-QM7b-4902,Training,-1722.247437,-1721.910231
AE-QM7b-1207,Training,-2028.18103,-2028.032675
IE-SSI-037THR-085LYS-2,Training,0.713329315,0.733
AE-QM7b-2680,Training,-1897.202515,-1896.907734
AE-QM7b-3661,Training,-1249.001831,-1247.358954
AE-QM7b-2865,Training,-1530.384277,-1530.818104
AE-QM7b-6735,Training,-1592.322144,-1590.997643
AE-QM7b-4426,Training,-1486.033447,-1486.115826
AE-QM7b-7048,Training,-1565.057739,-1564.999021
AE-QM7b-6429,Training,-1311.777344,-1312.089214
AE-QM7b-144,Training,-1244.908936,-1245.075702
